Response ID,Time Started,Date Submitted,Status,Legacy Comments,Comments,Language,Referer,SessionID,User Agent,Tags,URL Variable: appid,URL Variable: context,URL Variable: contextid,URL Variable: deviceid,URL Variable: playerid,link_url,"This survey may include unpublished game content which will be shared with you confidentially.¬†By choosing to participate in the survey, you agree to keep secret all such content and to not use such content for any purpose outside this survey. You agree to do so until we have published the content in the game.","Like:We are now going to show you the description again below and we would like you to highlight the Words or phrases that you particularly like or dislike. Click on the green ‚ÄúLike‚Äù option to highlight the statements you like, and click on the red ‚ÄúDislike‚Äù option to highlight the statements that you dislike.¬†Please also provide a comment to explain your answer. Once you‚Äôve finished highlighting, click the Save button. ¬†","Dislike:We are now going to show you the description again below and we would like you to highlight the Words or phrases that you particularly like or dislike. Click on the green ‚ÄúLike‚Äù option to highlight the statements you like, and click on the red ‚ÄúDislike‚Äù option to highlight the statements that you dislike.¬†Please also provide a comment to explain your answer. Once you‚Äôve finished highlighting, click the Save button. ¬†","I think I would have fun playing this new event:Based on the description of this new event, how much do you agree or disagree with the following statements? ¬†","This new event is too similar to other Angry Birds 2 events :Based on the description of this new event, how much do you agree or disagree with the following statements? ¬†","The new event is easy to understand:Based on the description of this new event, how much do you agree or disagree with the following statements? ¬†","I think I could progress further in Angry Birds 2 by participating in this event:Based on the description of this new event, how much do you agree or disagree with the following statements? ¬†","Having a set of objectives to achieve makes me feel motivated to play more:Based on the description of this new event, how much do you agree or disagree with the following statements? ¬†","Achieving these types of objectives isn‚Äôt worth my time :Based on the description of this new event, how much do you agree or disagree with the following statements? ¬†","Earning rewards by destroying structures makes me feel excited to play this event:Based on the description of this new event, how much do you agree or disagree with the following statements? ¬†","I like completing these types of objectives:Based on the description of this new event, how much do you agree or disagree with the following statements? ¬†",How appealing do you find this new event overall?,Please tell us why the new event doesn‚Äôt appeal to you.,How likely would you be to play the new event based on this description?,"Like:We are now going to show you the description again below and we would like you to highlight the Words or phrases that you particularly like or dislike. Click on the green ‚ÄúLike‚Äù option to highlight the statements you like, and click on the red ‚ÄúDislike‚Äù option to highlight the statements that you dislike.¬†Please also provide a comment to explain your answer. Once you‚Äôve finished highlighting, click the Save button. ¬†","Dislike:We are now going to show you the description again below and we would like you to highlight the Words or phrases that you particularly like or dislike. Click on the green ‚ÄúLike‚Äù option to highlight the statements you like, and click on the red ‚ÄúDislike‚Äù option to highlight the statements that you dislike.¬†Please also provide a comment to explain your answer. Once you‚Äôve finished highlighting, click the Save button. ¬†","I think I would have fun playing this new event:Based on the description of this new event, how much do you agree or disagree with the following statements? ¬†","This new event is too similar to other Angry Birds 2 events:Based on the description of this new event, how much do you agree or disagree with the following statements? ¬†","The new event is easy to understand:Based on the description of this new event, how much do you agree or disagree with the following statements? ¬†","I think I could progress further in Angry Birds 2 by participating in this event:Based on the description of this new event, how much do you agree or disagree with the following statements? ¬†","The grand prize being shared only among the winners makes me want to win:Based on the description of this new event, how much do you agree or disagree with the following statements? ¬†","The grand prize I would receive doesn‚Äôt motivate me to play:Based on the description of this new event, how much do you agree or disagree with the following statements? ¬†","I didn‚Äôt understand how the prize is shared among the players:Based on the description of this new event, how much do you agree or disagree with the following statements? ¬†","Playing in an event where only the winners get the prize makes me want to participate:Based on the description of this new event, how much do you agree or disagree with the following statements? ¬†",How appealing do you find this new event overall?,Please tell us why the new event doesn‚Äôt appeal to you.,How likely would you be to play the new event based on this description?,"<strong>Competition</strong> - Competing against other players:From the following list of statements, which are the 3 most important things you look for in Angry Birds 2?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Community</strong> - Interacting with other players (teaming up, chatting, etc.):From the following list of statements, which are the 3 most important things you look for in Angry Birds 2?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Challenge</strong> - Being Challenged, having to improve my skills to pass difficult levels or obstacles:From the following list of statements, which are the 3 most important things you look for in Angry Birds 2?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Strategy</strong> - Using my brain, strategic decision-making, thinking and planning:From the following list of statements, which are the 3 most important things you look for in Angry Birds 2?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Completion</strong> - Completing every mission or level, collecting everything (e.g.,characters, achievements):From the following list of statements, which are the 3 most important things you look for in Angry Birds 2?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Power</strong> - Growing over time to become more Powerful (e.g. increasing stats, leveling up, unlocking abilities):From the following list of statements, which are the 3 most important things you look for in Angry Birds 2?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Design</strong> - Expressing myself by customizing characters or decorating the game world:From the following list of statements, which are the 3 most important things you look for in Angry Birds 2?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Discovery</strong> - Exploring, experimenting and discovering new worlds, characters and game elements:From the following list of statements, which are the 3 most important things you look for in Angry Birds 2?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Story</strong> - An engaging Story and plot with interesting characters:From the following list of statements, which are the 3 most important things you look for in Angry Birds 2?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Fantasy</strong> - Being immersed in a strong game Fantasy in a rich virtual world:From the following list of statements, which are the 3 most important things you look for in Angry Birds 2?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Destruction</strong> - Destruction of obstacles, blowing things up and seeing huge explosions:From the following list of statements, which are the 3 most important things you look for in Angry Birds 2?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Excitement</strong> - Exciting, fast-paced gameplay with constant thrills and Action:From the following list of statements, which are the 3 most important things you look for in Angry Birds 2?Please check all the answer options below. You can do this by scrolling down the page.","Other - please specify::From the following list of statements, which are the 3 most important things you look for in Angry Birds 2?Please check all the answer options below. You can do this by scrolling down the page.","Other - please specify::From the following list of statements, which are the 3 most important things you look for in Angry Birds 2?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Action</strong> (e.g. Marvel: Contest of Champions, Brawl Stars, Subway Surfer):What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Casino</strong> (e.g. Slotomania, Bingo Blitz, Coin Master, Zynga Poker):What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Match</strong> (e.g. Homescapes, Candy Crush Saga, Merge Mansion, Toon Blast):What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.","<strong>MOBA</strong> (e.g. Mobile Legends: Bang Bang, League of Legends: Wild Rift. Pok√©mon UNITE):What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Music</strong> (e.g. BeatStars, Magic Tiles, Cytus, Deemo):What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Puzzle</strong> (e.g. June's Journey, Tetris, Cut the Rope):What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Racing</strong> (e.g. CSR Racing, Mario Kart Tour):What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.","<strong>RPG</strong> (role playing games) (e.g. Genshin Impact, Cookie Run Kingdom, Pokemon Go):What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Sandbox</strong> (e.g. Roblox, Minecraft):What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Simulation</strong> (e.g. Township, Cooking Fever, Design Home):What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Shooter</strong> (e.g. PUBG mobile, Call of Duty mobile, Free Fire):What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Slingshot</strong> (e.g. Angry Bird 2, Angry Bird Friends):What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Sports</strong> (e.g. Golf Clash, Madden NFL Mobile, FIFA football):What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Strategy</strong> (e.g. Clash of Clans, Rise of Kingdoms, Lords Mobile, Clash Royale, Hearthstone):What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Tabletop</strong> (digital adaptations of real life games e.g. Solitaire, Chess, Coloring):What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Word Games</strong> (e.g. Wordscapes, Words With Friends):What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.",Other - please specify::What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.,Other - please specify::What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.,You‚Äôre almost done! What is your age range?,What gender do you identify with?,Is there anything else you would like to inform us about?
820,29/08/2024 15:45:39,29/08/2024 16:03:02,Complete,,,English,,1724935539_66d06d739eb236.60920860,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RC8ec3f603-d3db-460a-bd6e-66dcecdd9c05,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.","""complete a set of objectives and earn rewards that make you more Powerful."": Solid idea|""objective.¬†As you"": ","""time-limited event that will last 2 days,"": I think it that angry birds is a more casually played game and the added anxiety may turn people off.",Agree,Disagree,Agree,Neutral,Agree,Neutral,Strongly agree,Neutral,Somewhat appealing,,Probably would,"""keep track of who is still in the game."": ",,Agree,Disagree,Agree,Neutral,Agree,Neutral,Agree,Agree,Somewhat appealing,,Probably would,,,Challenge,Strategy,,,,,,,Destruction,,,,,,,,,,Racing,,,,Shooter,,,Strategy,,,,,18 - 24,Male,
822,29/08/2024 16:12:50,29/08/2024 16:18:28,Complete,,,English,,1724937170_66d073d26baee5.50981821,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RCc5d69c95-5a50-4780-b2f3-17df7bee7a02,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.","""In this new time-limited event that will last 2 days, your mission is to complete a set of objectives and earn rewards that make you more Powerful. Complete all the objectives before the event is over and win the grand prize!¬†    During the event, you will be given a set of objectives where you have to destroy structures, collect materials and pop pigs in World Map Saga levels. Your first objective will appear at the start of your game, so you know what to collect and how to plan your moves. For example, collect 20 wooden blocks by destroying the wooden structures.¬†    Rewards will be either feathers for your birds, or time-based rewards such as extra energy or spells to supercharge your skills for the next 15 minutes. Once you achieve an objective a new one will appear. You can then use your new reward to help complete the next objective.¬†As you progress, the objectives will get more intense and you will earn bigger rewards."": ",,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Extremely appealing,,Definitely would,"""In this new time-limited event, you will be part of a group of players who are attempting to complete 7 World Map Saga levels and win the grand prize!  Play alongside other players and keep track of who is still in the game. Players who complete all 7 levels will win an equal"": ",,Strongly agree,Neutral,Strongly agree,Strongly agree,Neutral,Strongly disagree,Neutral,Neutral,Extremely appealing,,Definitely would,Competition,,,,,,,Discovery,Story,,,,,,Action,,,,,,Racing,,,,,Slingshot,,,,,,,18 - 24,Male,No 
825,29/08/2024 16:15:00,29/08/2024 16:34:00,Complete,,,English,,1724937300_66d07454b7c415.82088180,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RC51576ef9-7723-45e9-98b1-56178730b6a7,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.","""You can then use your new reward to help complete the next objective.¬†As"": |""will be given a set of objectives where you have to destroy structures, collect materials and pop pigs in World Map Saga levels."": It's a good idea to use the World Saga Map more in events.","""time-based rewards such as extra energy or spells to supercharge your skills for the next 15 minutes."": The time-based reward idea is good, but they should last longer, maybe a half-hour or 20 minutes.",Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Extremely appealing,,Definitely would,""" Play alongside other players and keep track of who is still in the game."": |""Only the winners will share the grand prize."": ",""" Players who lose a Saga level are out of the Competition until the next time the event is available."": They should be able to join another group, not be out of it entirely.",Agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Somewhat appealing,,Probably would,,,,Strategy,Completion,,,,,,Destruction,,,,,,,MOBA,,,,,,,,Slingshot,,,Tabletop,,,,18 - 24,Male,"No, but your game is really fun!  Thanks for choosing me as a test audience!"
853,29/08/2024 18:13:44,29/08/2024 18:27:08,Complete,,,English,,1724944424_66d0902809f357.44216273,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RC524419d3-27c5-4e81-95ea-86d67996e8ef,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.","""more Powerful."": |""earn"": |""rewards"": ",,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,,Probably would,"""grand prize!"": |""winners"": |""3 extra birds"": ",,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,,Probably would,,,,,,,,,Story,,,,,,,,,,,,,,,,Shooter,,,,,,,,18 - 24,Male,
854,29/08/2024 18:18:11,29/08/2024 18:34:56,Complete,,,English,,1724944691_66d09133b741f1.10737773,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RC243c2031-112d-4eda-9872-ec36156fb0e8,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.","""Once you achieve an objective a new one will appear."": Always something to do",,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Extremely appealing,,Definitely would,"""group of players"": Higher winning chance ",,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Extremely appealing,,Definitely would,,,,,,,Design,Discovery,,,,,,,Action,,,,,,,,,,,,,,,,,,18 - 24,Male,
873,29/08/2024 19:21:42,29/08/2024 19:35:23,Complete,,,English,,1724948502_66d0a016cd1ba0.80668658,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RCb6f859e8-2644-4056-9e66-a756108fb005,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.","""you will be given a set of objectives where you have to destroy structures, collect materials and pop pigs in World Map Saga levels."": Good variety ",,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Extremely appealing,,Definitely would,"""Only the winners will share the grand prize."": ",,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Somewhat appealing,,Definitely would,,,,,Completion,Power,,,Story,,,,,,,,,MOBA,,,,RPG,Sandbox,,,,,,,,,,18 - 24,Female,
883,29/08/2024 20:03:08,29/08/2024 20:21:46,Complete,,,English,,1724950988_66d0a9cc8a7081.12341415,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RCff120818-f20b-4eaf-9345-3c8900b0aa70,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.","""new time-limited event that will last 2 days,"": |""collect 20 wooden blocks by destroying the wooden structures.¬†"": |""feathers for your birds,"": |""extra energy"": |"" During the event, you will be given a set of objectives where you have to destroy structures, collect materials and pop pigs in World Map Saga levels."": ","""spells to supercharge your skills for the next 15 minutes."": ",Strongly agree,Neutral,Agree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Somewhat appealing,,Probably would,"""rainbow feathers, gems or black pearls."": |""In this new time-limited event, you will be part of a group of players who are attempting to complete 7 World Map Saga levels and win the grand prize!"": ",""" Players who lose a Saga level are out of the Competition until the next time the event is available."": |""If you are about to lose a Saga level you have a chance to get up to 3 extra birds to continue playing."": ",Strongly disagree,Strongly disagree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly disagree,Not appealing at all,"While encouraging competitive play does allow for your app's fan base to be more active, it will more than likely tear it apart, making this casual game become one of stress",Might,,,,,,,Design,Discovery,,Fantasy,,,,,,,,,,,,RPG,Sandbox,,Shooter,,,,,,,,18 - 24,Other / Non-binary,"So far, your game has grown steadily and i can't wait to see what's next!"
918,29/08/2024 23:12:16,29/08/2024 23:20:57,Complete,,,English,,1724962336_66d0d620806426.87644070,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RC93679489-346b-4e4e-b699-546e3c44035d,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.",""" Rewards will be either feathers for your birds, or time-based rewards such as extra energy or spells to supercharge your skills for the next 15 minutes."": |""earn bigger rewards."": |""collect 20 wooden blocks"": ",,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Extremely appealing,,Definitely would,"""equal share of the grand prize,"": ",""" Players who lose a Saga level are out of the Competition until the next time the event is available."": ",Agree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Agree,Somewhat appealing,,Probably would,,,,Strategy,Completion,Power,,,,,,,,,Action,,,,,,,RPG,,,,Slingshot,,,,,,,18 - 24,Male,
937,30/08/2024 00:45:50,30/08/2024 00:52:33,Complete,,,English,,1724967950_66d0ec0e9ccc86.52003817,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RCc5036887-45d5-40f6-9e7b-8c74c4b6122a,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.","""In this new time-limited event that will last 2 days, your mission is to complete a set of objectives and earn rewards that make you more Powerful. Complete all the objectives before the event is over and win the grand prize!¬†    During the event, you will be given a set of objectives where you have to destroy structures, collect materials and pop pigs in World Map Saga levels. Your first objective will appear at the start of your game, so you know what to collect and how to plan your moves. For example, collect 20 wooden blocks by destroying the wooden structures.¬†    Rewards will be either feathers for your birds, or time-based rewards such as extra energy or spells to supercharge your skills for the next 15 minutes. Once you achieve an objective a new one will appear. You can then use your new reward to help complete the next objective.¬†As you progress, the objectives will get more intense and you will earn bigger rewards."": Seems cool, interesting Challenge.",,Agree,Disagree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Somewhat appealing,,Definitely would,"""In this new time-limited event, you will be part of a group of players who are attempting to complete 7 World Map Saga levels and win the grand prize!  Play alongside other players and keep track of who is still in the game. Players who complete all 7 levels will win an equal share of the grand prize, such as rainbow feathers, gems or black pearls.  Players who lose a Saga level are out of the Competition until the next time the event is available. If you are about to lose a Saga level you have a chance to get up to 3 extra birds to continue playing. Only the winners will share the grand prize."": Seems cool.",,Agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Agree,Somewhat appealing,,Definitely would,,,Challenge,Strategy,,,,,,,Destruction,,,,Action,,,,,,,RPG,,,,,,,,,Other,CYOA,18 - 24,Male,
942,30/08/2024 00:58:14,30/08/2024 01:06:00,Complete,,,English,,1724968694_66d0eef6c68c59.19677754,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RCeac5ac8d-337d-40a9-bca7-582014318a32,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.",""" Rewards will be either feathers for your birds, or time-based rewards such as extra energy or spells to supercharge your skills for the next 15 minutes."": |""You can then use your new reward to help complete the next objective.¬†As you progress, the objectives will get more intense and you will earn bigger rewards."": |""Complete all the objectives before the event is over and win the grand prize!¬†"": ","""In this new time-limited event that will last 2 days,"": Need a little more time",Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Extremely appealing,,Definitely would,""" Play alongside other players and keep track of who is still in the game. Players who complete all 7 levels will win an equal share of the grand prize, such as rainbow feathers, gems or black pearls."": |""If you are about to lose a Saga level you have a chance to get up to 3 extra birds to continue playing. Only the winners will share the grand prize."": ",,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Extremely appealing,,Definitely would,,,,,Completion,,,,,,Destruction,Excitement,,,,,Match,,,,,,,,Shooter,Slingshot,,,,,,,18 - 24,Male,
966,30/08/2024 02:43:25,30/08/2024 03:09:27,Complete,,,English,,1724975005_66d1079d37d395.34801002,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RCe569479e-3fb9-41d2-a308-2c852e1326ac,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.","""World"": If is the main quest I like this ","""2"": I would like it to be atleast a day longer.|""time-based"": The rewards should be given through the whole event",Strongly agree,Strongly disagree,Disagree,Strongly agree,Neutral,Disagree,Agree,Strongly agree,Extremely appealing,,Definitely would,"""extra"": If this is at base I like it|""gems"": We all love gems","""group"": I feel it may be unbalanced",Neutral,Agree,Strongly agree,Neutral,Neutral,Agree,Agree,Disagree,Neutral,,Probably would,,,Challenge,,,Power,,,Story,,,,,,,,,,,,,RPG,,Simulation,,,,Strategy,,,,,18 - 24,Male,N/A
968,30/08/2024 02:53:22,30/08/2024 03:02:56,Complete,,,English,,1724975602_66d109f23403e9.37586333,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RCb89c0610-efec-4fae-92ad-da95f320cf73,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.","""In this new time-limited event that will last 2 days, your mission is to complete a set of objectives and earn rewards that make you more Powerful. Complete all the objectives before the event is over and win the grand prize!¬†"": |"" During the event, you will be given a set of objectives where you have to destroy structures, collect materials and pop pigs in World Map Saga levels. Your first objective will appear at the start of your game, so you know what to collect and how to plan your moves. For example, collect 20 wooden blocks by destroying the wooden structures.¬†"": |"" Rewards will be either feathers for your birds,"": |""Once you achieve an objective a new one will appear. You can then use your new reward to help complete the next objective.¬†As you progress, the objectives will get more intense and you will earn bigger rewards."": ","""or time-based rewards such as extra energy or spells to supercharge your skills for the next 15 minutes."": ",Strongly agree,Neutral,Agree,Neutral,Agree,Disagree,Agree,Strongly agree,Extremely appealing,,Definitely would,"""In this new time-limited event, you will be part of a group of players who are attempting to complete 7 World Map Saga levels and win the grand prize!"": |"" Play alongside other players and"": |""keep track of who is still in the game."": |""Players who complete all 7 levels will win an equal share of the grand prize, such as rainbow feathers, gems or black pearls."": |""If you are about to lose a Saga level you have a chance to get up to 3 extra birds to continue playing. Only the winners will share the grand prize."": ","""keep track of who is still in the game."": |"" Players who lose a Saga level are out of the Competition until the next time the event is available."": ",Agree,Neutral,Agree,Neutral,Disagree,Disagree,Disagree,Strongly disagree,Somewhat appealing,,Probably would,,,,,Completion,Power,,Discovery,,,,,,,,,,,Music,,,RPG,,Simulation,,,,,,,,,18 - 24,Female,
993,30/08/2024 04:23:34,30/08/2024 04:52:53,Complete,,,English,,1724981014_66d11f16a90573.91907556,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RC0fefe92f-105b-49d3-80a0-fefa73acb1d1,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.","""Your first objective will appear at the start of your game,"": ","""last 2 days,"": ",Agree,Neutral,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Extremely appealing,,Probably would,"""equal"": ","""chance"": ",Agree,Neutral,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Agree,Somewhat appealing,,Probably would,,,,Strategy,,Power,,,,,Destruction,,,,,,,,,,,RPG,,,,,,Strategy,Tabletop,,,,18 - 24,Male,
1000,30/08/2024 05:11:42,30/08/2024 05:46:04,Complete,,,English,,1724983902_66d12a5e6fe181.80615182,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RC3c1527de-dce0-4fb7-b5f3-51e77bdb3ecc,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.","""Powerful."": |""more"": |""Powerful."": I think most people like to see those two Words, in most any game. ‚Äúmore Powerful ‚Äú|""Saga"": Fun Word! |""supercharge your skills"": People might like that for sure. |""bigger rewards."": Bigger is usually better! ","""2 days,"": To limited maybe? What about four day event ?",Agree,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Somewhat appealing,,Might,""" Play alongside"": Good phrasing, sounds more intense. |""share of the grand prize,"": Neat, better than just one person getting it all. |""Saga"": |""Saga"": |""Saga"": ",,Agree,Neutral,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Somewhat appealing,,Might,,,Challenge,Strategy,,,,,,,Destruction,,,,Action,,,,,,,,,,,Slingshot,,,Tabletop,,,,18 - 24,Male,"I just wish the levels that I have already beat. I did not have to use 10 gem to play again, should be free or like 5. "
1035,30/08/2024 08:44:26,30/08/2024 09:01:28,Complete,,,English,,1724996666_66d15c3a9175d8.38004010,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RC3a864973-bf9f-41e6-8375-251a263fd2e5,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.","""Your first objective will appear at the start of your game, so you know what to collect and how to plan your moves. For example, collect 20 wooden blocks by destroying the wooden structures.¬†"": ",,Agree,Neutral,Agree,Agree,Agree,Neutral,Strongly agree,Agree,Neutral,,Definitely would,"""Players who complete all 7 levels will win an equal share of the grand prize, such as rainbow feathers, gems or black pearls."": ","""7 World Map Saga levels"": I feel that a name for the contest would be more fitting instead of a description of the contest ",Agree,Neutral,Strongly agree,Neutral,Strongly agree,Disagree,Strongly agree,Disagree,Not very appealing,Since I know that there are way more better players than me I know that the levels are going to be very skill based so I don't think that I would win anything so this whole thing would be a wast of time,Might,,,,Strategy,,,,,Story,,Destruction,,,,Action,,,,,,,,Sandbox,,,Slingshot,,,,,,,18 - 24,Male,
1039,30/08/2024 09:09:18,30/08/2024 09:24:44,Complete,,,English,,1724998158_66d1620eda57a0.38648631,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RC1eb6dfe9-638b-41e2-91c7-37918fde1a70,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.","""prize!¬†"": ",,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Somewhat appealing,,Definitely would,,""" Play alongside other players"": ",Neutral,Disagree,Agree,Agree,Neutral,Disagree,Disagree,Agree,Neutral,,Probably would,,,Challenge,Strategy,,,,Discovery,,,,,,,,,,,,Puzzle,,,,,,Slingshot,,Strategy,,,,,18 - 24,Male,No 
